question_index,question_id,question,eigenscore,ln_entropy,avg_token_prob,lexical_similarity,length_mean,length_std,label
131,tc_1542,For which team did Babe Ruth blast his last Major League home run?,5.36073,0.393064,0.796835,0.360495,182.7,8.92,0
132,tc_1602,What was Warren Beatty's first movie?,5.499158,0.558559,0.703489,0.194101,123,79.85,1
133,tc_1606,"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?",4.859901,0.422884,0.779712,0.239918,191.8,39.75,1
134,tc_1609,Mickey Braddock in the 50s series Circus Boy found fame with which surname in which pop band?,-1.653201,0.072185,0.961157,0.798483,205.9,19.64,1
135,tc_1620,Which war veteran was Director of News & Special Events for ABC before find fame as a TV cop?,4.802598,0.437421,0.77617,0.259188,179.9,61.77,1
136,tc_1622,What US sitcom was the first exported to Britain?,4.786651,0.317963,0.835362,0.381113,182.1,14.73,1
137,tc_1623,In Hanna and Barbera's TV cartoons base on The Addams Family who was the voice of Gomez?,5.276667,0.311447,0.830401,0.495027,188.8,10.05,0
138,tc_1635,Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,4.823802,0.58303,0.712678,0.264969,146.9,60.95,1
139,tc_1686,Which US president won the Nobel Peace Prize in 1920?,5.696317,0.37983,0.807814,0.369677,197.2,35.83,0
140,tc_1693,Who beat Tim Henman in his first Wimbledon singles semifinal?,5.448953,0.302687,0.837081,0.385832,175.6,16.32,1
141,tc_1699,What relation was Flo Jo to Jackie Joyner Kersee?,5.184869,0.487063,0.736943,0.246617,184.2,28.81,1
142,tc_1700,How long was swimmer Michelle Smith-de Bruin banned for attempting to manipulate a drugs test?,5.214086,0.398184,0.798021,0.299079,191.1,14.74,1
143,tc_1702,Yuan Yuan was caught carrying drugs for which Chinese team?,5.492103,0.640749,0.658691,0.133311,123,92.74,0
144,tc_1704,Which grand slam did Pete Sampras not win in the 20th century?,3.095486,0.342662,0.842753,0.395306,158.3,54.04,0
145,tc_1730,In which events did Gert Fredriksson win six Olympic gold medals?,4.990013,0.3662,0.808293,0.313595,186.1,21.29,1
146,tc_1735,"How many of his 45 races did Mike Hawthorn, a former Formula One motor racing world champion, win?",3.127,0.268755,0.865637,0.489523,180.7,10.12,1
147,tc_1754,On the Internet what is Spam?,5.119279,0.442378,0.76709,0.372599,178.3,24.11,0
148,tc_1773,In which country did the Internet start?,5.369681,0.345179,0.814948,0.425666,183,19.32,0
149,tc_1798,In which year was the Juilliard School founded in New York?,5.1924,0.391857,0.799164,0.354853,174.8,18.21,1
150,tc_1816,"Who wrote My Life and Loves in 1926, originally banned in the US?",5.284303,0.457219,0.765772,0.238158,173.4,28.48,1
151,tc_1826,What was Blondie's last UK No 1 of the 80s?,5.355316,0.378324,0.79991,0.41355,150,20.6,1
152,tc_1858,"In baseball, where do the Royals come from?",4.6193,0.431046,0.750322,0.256584,166.7,74.63,0
153,tc_1859,What is the largest city in Ohio?,3.320583,0.108751,0.940157,0.814365,159.4,18.56,0
154,tc_1865,In which decade of the 20th century was Anne Bancroft born?,3.999171,0.229147,0.872331,0.513213,167.4,24.69,1
155,tc_1867,The Suez Canal connects the Mediterranean Sea to which other Sea?,5.401796,0.252563,0.858413,0.470756,182,16.98,0
156,tc_1888,Which rock star did Cindy Crawford name her first son after?,5.394532,0.439262,0.771242,0.287633,188,28.25,0
157,tc_1914,Sun Yat Sen overthrew the emperor in which country establishing a republic after 2000 years of imperial rule?,5.365237,0.287262,0.847964,0.375315,179.4,18.05,0
158,tc_1921,Who designed the dress which made the most at Diana's dress auction?,4.956616,0.57636,0.700587,0.356325,229.6,8.58,1
159,tc_1924,Which Palestinian co-founded al Fatah in 1957?,5.521165,0.306302,0.840308,0.336645,193,19.13,0
160,tc_1938,In which country was Earl Spencer's acrimonious divorce settlement heard?,5.368518,0.497997,0.743777,0.283067,203.7,21.14,1
161,tc_1943,"In which North African country was Mohammed Al-Fayed, owner of Harrods department store in London, born?",5.084231,0.318641,0.831668,0.359071,193.2,14.68,0
162,tc_1944,Aung San Suu Kyi is a controversial leader in which country?,5.077123,0.46409,0.782783,0.346293,144.5,38.92,0
163,tc_1945,Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,4.710733,0.18656,0.907472,0.562882,202,19.39,0
164,tc_1968,"In La Cage Aux Folles, what was La Cage Aux Folles?",4.7893,0.383249,0.794687,0.370324,140.3,44.26,0
165,tc_1973,Where was the Fiddler in the musical's title?,5.394547,0.423415,0.769143,0.398664,164.9,26.37,1
166,tc_1977,South Pacific was set during which war?,5.265984,0.329438,0.811726,0.415263,179.2,13.45,0
167,tc_2020,What percentage of the earth's surface is covered by Europe?,4.592111,0.286892,0.851233,0.29537,143.8,76.8,1
168,tc_2031,Which European town gave its name to a Treaty which symbolizes closer economic links between European countries?,5.068437,0.37285,0.804925,0.271942,184.5,54.75,0
169,tc_2032,Which home of champagne in France was also where the German High Command surrendered in WWII?,5.284088,0.436555,0.786393,0.252172,117.9,57.5,0
170,tc_2063,Which was the first European city this century to open an underground railway system?,4.661085,0.277747,0.85815,0.525915,189.7,16.54,0
171,tc_2090,Who first drew Mickey Mouse when ?Disney first supplied the voice?,5.123034,0.485916,0.744043,0.314303,196.5,14.66,0
172,tc_2097,Which actress wrote the novel The Last of the Really Great Whangdoodles?,5.543283,0.314257,0.833078,0.332365,175.2,22.3,1
173,tc_2111,Who was the star of the film based on the record Harper Valley PTA by Jeannie C Riley?,5.158382,0.28748,0.833881,0.488041,165.4,44.43,1
174,tc_2114,What color golf balls are used on the golf course in Antarctica?,5.078339,0.970031,0.506744,0.083039,68.7,79.08,1
175,tc_2116,Throughout the 80s and 90s Phil Collins recorded on which record label?,5.241492,0.311591,0.83717,0.369466,197.6,22.7,1
176,tc_2128,On which label did Chuck Berry record in the 1950s and 1960s?,5.547606,0.50565,0.735477,0.269955,188.4,13.46,0
177,tc_2145,What was the name of Michael Jackson's second wife?,5.106056,0.256397,0.861738,0.587532,178.4,9.63,0
178,tc_2167,Which US city was named after a British Prime Minister?,4.630287,0.276023,0.853362,0.439825,177.7,8.41,1
179,tc_2182,"""Who said, To err is human but it feels divine?""""""",5.296037,0.44428,0.765067,0.251121,186.4,21.19,1
180,tc_2191,Which singer had a big 60s No 1 with Roses Are Red?,5.18691,0.437211,0.768377,0.392147,179.4,19.19,1
181,tc_2202,What are the international registration letters of a vehicle from Iceland?,5.109496,0.437563,0.7673,0.27646,192.7,66.04,0
182,tc_2208,Where was the American venue of the Live Aid concert?,5.314063,0.353895,0.820574,0.434393,194.4,17.9,0
183,tc_2218,Which was the longest moon landing?,5.089742,0.443184,0.760168,0.342912,195,20.5,0
184,tc_2222,Who had the most expensive presidential inauguration ceremony of the 20th century?,5.195582,0.326702,0.818236,0.398665,205.7,16.75,0
185,tc_2229,Who became Israel's head of state in 1993?,5.655321,0.444024,0.78002,0.289133,178.6,21.27,1
186,tc_2236,"In WWII, who was the head of the Nazi party's security service?",4.104386,0.361418,0.814151,0.330556,158.8,51.67,0
187,tc_2244,Which President of the Philippines was deposed in 1986?,2.455818,0.255714,0.874536,0.471154,193.1,19.28,0
188,tc_2250,"What kind of disaster claimed some 100,000 lives in Armenia in 1988?",4.98794,0.486941,0.754084,0.249686,174.7,62.56,0
189,tc_2252,Which state on the Gulf of Mexico is nearest the end of the alphabet?,5.17205,0.720227,0.668011,0.183811,141.9,73.72,0
190,tc_2256,Truax Field international airport is in which US state?,4.951383,0.382217,0.7995,0.463186,195.6,11.16,0
191,tc_2257,In what month was the attack on Pearl Harbor?,5.62466,0.252232,0.868435,0.419015,190.7,14.28,0
192,tc_2265,Who did Dr. Crippen murder?,5.116159,0.487016,0.749902,0.297637,148.1,42.55,0
193,tc_2270,"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",5.352079,0.387149,0.800884,0.259487,188.6,67.53,0
194,tc_2280,The Black Hills lie between which two rivers?,4.949808,0.308092,0.837207,0.473523,189.3,15.57,1
195,tc_2287,In what year was the first in-flight movie shown on an internal flight in the USA.,5.207855,0.472881,0.761903,0.430216,196.2,12.38,1
196,tc_2295,In which city was John Lennon murdered?,5.013391,0.292991,0.83742,0.368248,162.9,14.28,0
197,tc_2299,How was President Kennedy assassinated?,5.000103,0.369957,0.802129,0.417896,158.9,49.14,0
198,tc_2300,Which caped crusader operated in Gotham City?,5.194317,0.443072,0.764561,0.248535,155.3,53.29,0
199,tc_2306,Who did Jack Ruby shoot in November 1963?,3.842451,0.663968,0.697101,0.273514,145.8,74.0,0
200,tc_2317,Who was the first American to travel faster than the speed of sound?,5.556422,0.604827,0.7213,0.195161,150.2,71.97,0
201,tc_2331,Who was the first US president Barbara Walters interviewed?,4.113485,0.312481,0.831784,0.473188,209.9,21.29,0
202,tc_2350,Which orchestral conductor was married to one of the subjects of the film Hillary and Jackie?,5.554297,0.381682,0.802742,0.392772,199.5,17.89,1
203,tc_2359,Which writer and politician became Lord Tweedsmuir?,5.220538,0.405913,0.787279,0.318914,185.7,17.06,0
204,tc_2380,In what year was the first Tarzan novel published?,4.960559,0.345532,0.822236,0.39666,180.3,17.97,1
205,tc_2400,In which country were motorized ambulances first used?,5.093309,0.383967,0.807346,0.440863,208.5,15.88,0
206,tc_2417,What is the Pacific terminus of the Trans Siberian Railway?,4.706661,0.248848,0.875911,0.615039,188,22.79,0
207,tc_2454,What is the name of the mountain pass which lies between Pakistan and Afghanistan?,4.680605,0.18055,0.90594,0.747221,194.1,7.49,0
208,tc_2457,"What is the name of the group of 1,196 islands in the North Indian Ocean, none bigger than five square miles?",-1.461407,0.107906,0.938081,0.804398,179,9.6,0
209,tc_2481,Which Syrian city is said to be the oldest continually inhabited city in the world?,5.388074,0.305283,0.840234,0.432077,192.7,12.06,0
210,tc_2496,Who was king of France at the time of the French Revolution?,4.349797,0.307809,0.843235,0.380372,185.3,54.31,0
211,tc_2499,What is the principal language of Bulgaria?,3.381725,0.144049,0.922879,0.74493,184.8,8.08,0
212,tc_2505,"What is the name of the cathedral in Red Square, Moscow?",4.986491,0.205422,0.890082,0.644447,186.6,15.08,0
213,tc_2506,Which country is known to its people as Suomen Tasavalta?,5.171591,0.275376,0.86166,0.430451,155.1,12.12,0
214,tc_2524,Which crusade was led by Philip II Augustus of France and Richard I of England?,5.210938,0.296162,0.834967,0.512267,213.1,19.99,0
215,tc_2544,In which Netherlands city does the United Nations International Court of Justice sit?,5.068634,0.430221,0.775126,0.338729,217.7,27.79,0
216,tc_2556,"In which battle did Harold II, the last Saxon king, lose his life?",5.114901,0.389959,0.794106,0.382692,173.1,32.7,0
217,tc_2564,Who proclaimed the People's Republic of China in 1949?,5.168449,0.206982,0.882632,0.536078,171.5,15.66,0
218,tc_2573,"Which wife of Henry VIII had already married twice before she became queen, and married for a fourth time after Henry's death?",5.509848,0.361146,0.816123,0.261931,190.4,25.12,0
219,tc_2580,In which country is the castle that gives the Habsburg dynasty its name?,4.942219,0.344832,0.821323,0.408441,190.6,13.17,1
220,tc_2622,In which parliament has the UK 87 seats for members who are elected for a five0-year term?,4.758968,0.391444,0.798016,0.325481,180.2,54.4,0
221,tc_2644,What was the former name of the British Green Party?,3.429,0.123918,0.926928,0.71177,176.4,49.29,0
222,tc_2669,"""What is the more common name of the """"simple plurality"""" system of voting?""",3.40003,0.184787,0.895506,0.715714,183.5,25.4,1
223,tc_2677,What word for unthinking patriotism is derived from the name of one of Napoleon's admirers?,5.175691,0.417471,0.787912,0.404048,153,51.9,0
224,tc_2687,Which builder of steam engines formed a successful partnership with Matthew Boulton?,5.162528,0.551587,0.714823,0.25785,197.2,17.76,0
225,tc_2699,What was the nickname of the French singer Edith Piaf?,4.959456,0.275841,0.847199,0.482241,160,20.83,1
226,tc_2701,Whose birthday is celebrated by a public holiday on the third Monday in January in the USA?,5.282802,0.507285,0.757975,0.313564,175.3,40.51,0
227,tc_2718,What type of coal is brown and fibrous?,5.169365,0.943726,0.572984,0.187139,86.6,85.02,0
228,tc_2728,What raw material is used for making glass?,4.503818,0.364758,0.791997,0.40423,194.2,15.05,0
